Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Budgeted Sales,Operating Profit,Operating Margin,Sales Method
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Apparel,$86.00 ,162,"$13,932 ","$12,260 ","$8,220 ",59%,Online
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,$72.00 ,216,"$15,552 ","$13,686 ","$6,221 ",40%,Online
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$82.00 ,200,"$16,400 ","$14,432 ","$5,740 ",35%,Online
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,$75.00 ,174,"$13,050 ","$11,484 ","$5,220 ",40%,Online
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,$78.00 ,180,"$14,040 ","$12,355 ","$5,756 ",41%,Online
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Apparel,$86.00 ,147,"$12,642 ","$11,125 ","$4,425 ",35%,Online
West Gear,1128299,12/16/2021,Southeast,Florida,Orlando,Women's Apparel,$87.00 ,156,"$13,572 ","$11,943 ","$7,465 ",55%,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,$41.00 ,255,"$10,455 ","$9,200 ","$5,750 ",55%,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$44.00 ,189,"$8,316 ","$7,318 ","$3,909 ",47%,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Street Footwear,$32.00 ,169,"$5,408 ","$4,759 ","$2,055 ",38%,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,$37.00 ,145,"$5,365 ","$4,721 ","$2,200 ",41%,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Apparel,$51.00 ,165,"$8,415 ","$7,405 ","$3,787 ",45%,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Women's Apparel,$44.00 ,176,"$7,744 ","$6,815 ","$5,034 ",65%,Online
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Street Footwear,$44.00 ,234,"$10,296 ","$9,060 ","$5,663 ",55%,Online
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$42.00 ,138,"$5,796 ","$5,100 ","$2,840 ",49%,Online
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Women's Street Footwear,$33.00 ,174,"$5,742 ","$5,053 ","$2,125 ",37%,Online
West Gear,1185732,2/10/2021,Northeast,New York,Albany,Women's Athletic Footwear,$37.00 ,133,"$4,921 ","$4,330 ","$2,067 ",42%,Online
West Gear,1185732,2/10/2021,Northeast,New York,Albany,Men's Apparel,$50.00 ,154,"$7,700 ","$6,776 ","$3,542 ",46%,Online
West Gear,1185732,2/10/2021,Northeast,New York,Albany,Women's Apparel,$42.00 ,182,"$7,644 ","$6,727 ","$4,892 ",64%,Online
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Men's Street Footwear,$44.00 ,252,"$11,088 ","$9,757 ","$6,542 ",59%,Online
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,$44.00 ,165,"$7,260 ","$6,389 ","$3,340 ",46%,Online
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Women's Street Footwear,$33.00 ,161,"$5,313 ","$4,675 ","$1,913 ",36%,Online
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,$39.00 ,106,"$4,134 ","$3,638 ","$1,695 ",41%,Online
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Men's Apparel,$51.00 ,133,"$6,783 ","$5,969 ","$3,324 ",49%,Online
West Gear,1185732,3/8/2021,Northeast,New York,Albany,Women's Apparel,$43.00 ,161,"$6,923 ","$6,092 ","$4,154 ",60%,Online
West Gear,1185732,4/9/2021,Northeast,New York,Albany,Men's Street Footwear,$42.00 ,248,"$10,416 ","$9,166 ","$5,833 ",56%,Online
West Gear,1185732,4/9/2021,Northeast,New York,Albany,Men's Athletic Footwear,$43.00 ,147,"$6,321 ","$5,562 ","$2,844 ",45%,Online
West Gear,1185732,4/9/2021,Northeast,New York,Albany,Women's Street Footwear,$34.00 ,152,"$5,168 ","$4,548 ","$1,860 ",36%,Online
West Gear,1185732,4/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,$37.00 ,135,"$4,995 ","$4,396 ","$2,048 ",41%,Online
West Gear,1185732,4/9/2021,Northeast,New York,Albany,Men's Apparel,$50.00 ,124,"$6,200 ","$5,456 ","$2,914 ",47%,Online
West Gear,1185732,4/9/2021,Northeast,New York,Albany,Women's Apparel,$41.00 ,156,"$6,396 ","$5,628 ","$4,157 ",65%,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Street Footwear,$50.00 ,261,"$13,050 ","$11,484 ","$7,830 ",60%,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,$53.00 ,161,"$8,533 ","$7,509 ","$4,011 ",47%,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Women's Street Footwear,$49.00 ,160,"$7,840 ","$6,899 ","$2,822 ",36%,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,$47.00 ,130,"$6,110 ","$5,377 ","$2,444 ",40%,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Apparel,$56.00 ,137,"$7,672 ","$6,751 ","$3,759 ",49%,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Women's Apparel,$59.00 ,169,"$9,971 ","$8,774 ","$6,282 ",63%,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Street Footwear,$59.00 ,263,"$15,517 ","$13,655 ","$8,690 ",56%,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Athletic Footwear,$54.00 ,175,"$9,450 ","$8,316 ","$4,536 ",48%,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Street Footwear,$48.00 ,150,"$7,200 ","$6,336 ","$2,736 ",38%,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Athletic Footwear,$49.00 ,144,"$7,056 ","$6,209 ","$2,893 ",41%,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Apparel,$62.00 ,150,"$9,300 ","$8,184 ","$4,557 ",49%,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Apparel,$69.00 ,181,"$12,489 ","$10,990 ","$7,743 ",62%,Online
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Men's Street Footwear,$59.00 ,247,"$14,573 ","$12,824 ","$8,015 ",55%,Online
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,$56.00 ,196,"$10,976 ","$9,659 ","$4,939 ",45%,Online
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Women's Street Footwear,$51.00 ,169,"$8,619 ","$7,585 ","$3,017 ",35%,Online
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,$53.00 ,150,"$7,950 ","$6,996 ","$3,419 ",43%,Online
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Men's Apparel,$62.00 ,168,"$10,416 ","$9,166 ","$4,791 ",46%,Online
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Women's Apparel,$66.00 ,194,"$12,804 ","$11,268 ","$8,323 ",65%,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Men's Street Footwear,$62.00 ,250,"$15,500 ","$13,640 ","$8,680 ",56%,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Men's Athletic Footwear,$55.00 ,210,"$11,550 ","$10,164 ","$5,198 ",45%,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's Street Footwear,$51.00 ,188,"$9,588 ","$8,437 ","$3,452 ",36%,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,$41.00 ,150,"$6,150 ","$5,412 ","$2,460 ",40%,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Men's Apparel,$52.00 ,149,"$7,748 ","$6,818 ","$3,719 ",48%,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's Apparel,$55.00 ,218,"$11,990 ","$10,551 ","$7,194 ",60%,Online
West Gear,1185732,9/8/2021,Northeast,New York,Albany,Men's Street Footwear,$50.00 ,238,"$11,900 ","$10,472 ","$7,021 ",59%,Online
West Gear,1185732,9/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,$48.00 ,163,"$7,824 ","$6,885 ","$3,521 ",45%,Online
West Gear,1185732,9/8/2021,Northeast,New York,Albany,Women's Street Footwear,$41.00 ,138,"$5,658 ","$4,979 ","$1,980 ",35%,Online
West Gear,1185732,9/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,$44.00 ,137,"$6,028 ","$5,305 ","$2,471 ",41%,Online
West Gear,1185732,9/8/2021,Northeast,New York,Albany,Men's Apparel,$51.00 ,131,"$6,681 ","$5,879 ","$3,207 ",48%,Online
West Gear,1185732,9/8/2021,Northeast,New York,Albany,Women's Apparel,$59.00 ,156,"$9,204 ","$8,100 ","$5,522 ",60%,Online
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Men's Street Footwear,$57.00 ,208,"$11,856 ","$10,433 ","$6,758 ",57%,Online
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Men's Athletic Footwear,$46.00 ,156,"$7,176 ","$6,315 ","$3,301 ",46%,Online
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Women's Street Footwear,$46.00 ,137,"$6,302 ","$5,546 ","$2,521 ",40%,Online
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Women's Athletic Footwear,$45.00 ,135,"$6,075 ","$5,346 ","$2,491 ",41%,Online
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Men's Apparel,$59.00 ,150,"$8,850 ","$7,788 ","$4,160 ",47%,Online
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Women's Apparel,$64.00 ,156,"$9,984 ","$8,786 ","$6,190 ",62%,Online
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Men's Street Footwear,$56.00 ,217,"$12,152 ","$10,694 ","$6,684 ",55%,Online
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Men's Athletic Footwear,$49.00 ,162,"$7,938 ","$6,985 ","$3,890 ",49%,Online
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Street Footwear,$45.00 ,147,"$6,615 ","$5,821 ","$2,381 ",36%,Online
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,$47.00 ,144,"$6,768 ","$5,956 ","$2,707 ",40%,Online
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Men's Apparel,$62.00 ,154,"$9,548 ","$8,402 ","$4,297 ",45%,Online
West Gear,1185732,11/9/2021,Northeast,New York,Albany,Women's Apparel,$68.00 ,176,"$11,968 ","$10,532 ","$7,660 ",64%,Online
West Gear,1185732,12/8/2021,Northeast,New York,Albany,Men's Street Footwear,$59.00 ,245,"$14,455 ","$12,720 ","$8,384 ",58%,Online
West Gear,1185732,12/8/2021,Northeast,New York,Albany,Men's Athletic Footwear,$51.00 ,169,"$8,619 ","$7,585 ","$4,310 ",50%,Online
Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Women's Street Footwear,$52.00 ,163,"$8,476 ","$7,459 ","$3,306 ",39%,Online
Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,$54.00 ,155,"$8,370 ","$7,366 ","$3,432 ",41%,Online
Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Men's Apparel,$60.00 ,155,"$9,300 ","$8,184 ","$4,278 ",46%,Online
Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Women's Apparel,$69.00 ,182,"$12,558 ","$11,051 ","$8,037 ",64%,Online
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Men's Street Footwear,$39.00 ,216,"$8,424 ","$7,413 ","$5,307 ",63%,Online
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Men's Athletic Footwear,$39.00 ,156,"$6,084 ","$5,354 ","$2,738 ",45%,Online
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Women's Street Footwear,$29.00 ,168,"$4,872 ","$4,287 ","$2,339 ",48%,Online
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Women's Athletic Footwear,$34.00 ,131,"$4,454 ","$3,920 ","$2,093 ",47%,Online
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Men's Apparel,$49.00 ,145,"$7,105 ","$6,252 ","$3,197 ",45%,Online
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Women's Apparel,$38.00 ,156,"$5,928 ","$5,217 ","$2,371 ",40%,Online
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Men's Street Footwear,$37.00 ,238,"$8,806 ","$7,749 ","$5,372 ",61%,Online
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Men's Athletic Footwear,$37.00 ,145,"$5,365 ","$4,721 ","$2,200 ",41%,Online
Kohl's,1185732,2/12/2021,Northeast,New York,Albany,Women's Street Footwear,$29.00 ,143,"$4,147 ","$3,649 ","$2,032 ",49%,Online
Kohl's,1185732,2/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$32.00 ,123,"$3,936 ","$3,464 ","$1,889 ",48%,Online
Kohl's,1185732,2/12/2021,West,Wyoming,Cheyenne,Men's Apparel,$47.00 ,145,"$6,815 ","$5,997 ","$2,794 ",41%,Online
Kohl's,1185732,2/12/2021,West,Wyoming,Cheyenne,Women's Apparel,$38.00 ,174,"$6,612 ","$5,819 ","$2,579 ",39%,Online
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$38.00 ,246,"$9,348 ","$8,226 ","$5,609 ",60%,Online
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$37.00 ,131,"$4,847 ","$4,265 ","$2,133 ",44%,Online
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$27.00 ,149,"$4,023 ","$3,540 ","$1,810 ",45%,Online
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$33.00 ,112,"$3,696 ","$3,252 ","$1,737 ",47%,Online
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Men's Apparel,$47.00 ,126,"$5,922 ","$5,211 ","$2,665 ",45%,Online
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Women's Apparel,$37.00 ,165,"$6,105 ","$5,372 ","$2,259 ",37%,Online
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$39.00 ,208,"$8,112 ","$7,139 ","$5,029 ",62%,Online
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$39.00 ,140,"$5,460 ","$4,805 ","$2,457 ",45%,Online
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$28.00 ,145,"$4,060 ","$3,573 ","$1,868 ",46%,Online
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$33.00 ,119,"$3,927 ","$3,456 ","$1,846 ",47%,Online
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Men's Apparel,$47.00 ,106,"$4,982 ","$4,384 ","$2,092 ",42%,Online
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Apparel,$36.00 ,149,"$5,364 ","$4,720 ","$1,877 ",35%,Online
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$45.00 ,246,"$11,070 ","$9,742 ","$7,196 ",65%,Online
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$41.00 ,152,"$6,232 ","$5,484 ","$2,493 ",40%,Online
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$39.00 ,145,"$5,655 ","$4,976 ","$2,771 ",49%,Online
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$39.00 ,131,"$5,109 ","$4,496 ","$2,555 ",50%,Online
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Men's Apparel,$45.00 ,133,"$5,985 ","$5,267 ","$2,514 ",42%,Online
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Apparel,$52.00 ,156,"$8,112 ","$7,139 ","$3,245 ",40%,Online
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$46.00 ,247,"$11,362 ","$9,999 ","$7,158 ",63%,Online
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$42.00 ,168,"$7,056 ","$6,209 ","$2,893 ",41%,Online
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00 ,131,"$4,978 ","$4,381 ","$2,240 ",45%,Online
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$38.00 ,140,"$5,320 ","$4,682 ","$2,500 ",47%,Online
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Men's Apparel,$49.00 ,135,"$6,615 ","$5,821 ","$2,911 ",44%,Online
Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Women's Apparel,$50.00 ,163,"$8,150 ","$7,172 ","$3,016 ",37%,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$48.00 ,228,"$10,944 ","$9,631 ","$7,004 ",64%,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00 ,163,"$7,172 ","$6,311 ","$3,084 ",43%,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00 ,149,"$5,662 ","$4,983 ","$2,718 ",48%,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$39.00 ,150,"$5,850 ","$5,148 ","$2,750 ",47%,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Men's Apparel,$48.00 ,137,"$6,576 ","$5,787 ","$2,762 ",42%,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Apparel,$51.00 ,196,"$9,996 ","$8,796 ","$3,599 ",36%,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$47.00 ,255,"$11,985 ","$10,547 ","$7,670 ",64%,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$43.00 ,163,"$7,009 ","$6,168 ","$2,874 ",41%,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00 ,143,"$5,434 ","$4,782 ","$2,445 ",45%,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$38.00 ,147,"$5,586 ","$4,916 ","$2,737 ",49%,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Apparel,$47.00 ,140,"$6,580 ","$5,790 ","$2,698 ",41%,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Women's Apparel,$52.00 ,196,"$10,192 ","$8,969 ","$4,077 ",40%,Online
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$48.00 ,208,"$9,984 ","$8,786 ","$6,390 ",64%,Online
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00 ,150,"$6,600 ","$5,808 ","$2,838 ",43%,Online
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00 ,137,"$5,206 ","$4,581 ","$2,395 ",46%,Online
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$38.00 ,135,"$5,130 ","$4,514 ","$2,514 ",49%,Online
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's Apparel,$48.00 ,125,"$6,000 ","$5,280 ","$2,580 ",43%,Online
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Women's Apparel,$52.00 ,174,"$9,048 ","$7,962 ","$3,619 ",40%,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$50.00 ,202,"$10,100 ","$8,888 ","$6,464 ",64%,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00 ,174,"$7,656 ","$6,737 ","$3,062 ",40%,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$42.00 ,125,"$5,250 ","$4,620 ","$2,415 ",46%,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$41.00 ,119,"$4,879 ","$4,294 ","$2,244 ",46%,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Men's Apparel,$54.00 ,128,"$6,912 ","$6,083 ","$3,041 ",44%,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,150,"$8,250 ","$7,260 ","$3,053 ",37%,Online
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$53.00 ,218,"$11,554 ","$10,168 ","$7,048 ",61%,Online
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$42.00 ,167,"$7,014 ","$6,172 ","$3,016 ",43%,Online
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$42.00 ,146,"$6,132 ","$5,396 ","$3,066 ",50%,Online
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$42.00 ,135,"$5,670 ","$4,990 ","$2,778 ",49%,Online
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Men's Apparel,$51.00 ,143,"$7,293 ","$6,418 ","$2,990 ",41%,Online
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,161,"$8,855 ","$7,792 ","$3,453 ",39%,Online
Kohl's,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$52.00 ,224,"$11,648 ","$10,250 ","$7,105 ",61%,Online
Kohl's,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00 ,168,"$7,392 ","$6,505 ","$3,031 ",41%,Online
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$44.00 ,165,"$7,260 ","$6,389 ","$3,340 ",46%,Online
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$44.00 ,135,"$5,940 ","$5,227 ","$2,911 ",49%,Online
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Men's Apparel,$54.00 ,145,"$7,830 ","$6,890 ","$3,524 ",45%,Online
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Apparel,$56.00 ,174,"$9,744 ","$8,575 ","$3,508 ",36%,Online
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$29.00 ,91,"$2,639 ","$2,322 ","$1,214 ",46%,Online
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$36.00 ,105,"$3,780 ","$3,326 ","$1,739 ",46%,Online
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$39.00 ,91,"$3,549 ","$3,123 ","$1,597 ",45%,Online
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$38.00 ,54,"$2,052 ","$1,806 ",$964 ,47%,Online
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Apparel,$42.00 ,45,"$1,890 ","$1,663 ",$964 ,51%,Online
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Apparel,$38.00 ,116,"$4,408 ","$3,879 ","$1,984 ",45%,Online
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Men's Street Footwear,$27.00 ,113,"$3,051 ","$2,685 ","$1,403 ",46%,Online
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$36.00 ,105,"$3,780 ","$3,326 ","$1,701 ",45%,Online
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$39.00 ,88,"$3,432 ","$3,020 ","$1,544 ",45%,Online
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$38.00 ,58,"$2,204 ","$1,940 ","$1,102 ",50%,Online
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Men's Apparel,$42.00 ,38,"$1,596 ","$1,404 ",$878 ,55%,Online
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Apparel,$38.00 ,81,"$3,078 ","$2,709 ","$1,324 ",43%,Online
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$38.00 ,143,"$5,434 ","$4,782 ","$2,554 ",47%,Online
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$45.00 ,85,"$3,825 ","$3,366 ","$1,798 ",47%,Online
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$52.00 ,91,"$4,732 ","$4,164 ","$2,271 ",48%,Online
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$48.00 ,65,"$3,120 ","$2,746 ","$1,435 ",46%,Online
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Apparel,$51.00 ,30,"$1,530 ","$1,346 ",$796 ,52%,Online
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Apparel,$49.00 ,78,"$3,822 ","$3,363 ","$1,605 ",42%,Online
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$52.00 ,124,"$6,448 ","$5,674 ","$3,095 ",48%,Online
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$59.00 ,69,"$4,071 ","$3,582 ","$1,954 ",48%,Online
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$57.00 ,85,"$4,845 ","$4,264 ","$2,374 ",49%,Online
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$42.00 ,56,"$2,352 ","$2,070 ","$1,105 ",47%,Online
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Men's Apparel,$49.00 ,35,"$1,715 ","$1,509 ",$875 ,51%,Online
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Apparel,$64.00 ,78,"$4,992 ","$4,393 ","$2,196 ",44%,Online
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$46.00 ,125,"$5,750 ","$5,060 ","$2,645 ",46%,Online
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$51.00 ,98,"$4,998 ","$4,398 ","$2,249 ",45%,Online
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$50.00 ,88,"$4,400 ","$3,872 ","$2,200 ",50%,Online
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$47.00 ,69,"$3,243 ","$2,854 ","$1,622 ",50%,Online
